input,output
"# Context:
A swim team with exactly five members—Jacobson, Kruger, Lu, Miller, Ortiz—swims a ten-lap relay race. Each team member swims exactly two of the laps: one swims laps 1 and 6, one swims laps 2 and 7, one swims laps 3 and 8, one swims laps 4 and 9, and one swims laps 5 and 10. The following conditions apply: Neither of Kruger's laps is immediately before either of Lu's. Jacobson does not swim lap 9. Ortiz's first lap is after (but not necessarily immediately after) Miller's. At least one of Jacobson's laps is immediately after one of Ortiz's laps.

# Question:
Which one of the following could be an accurate list of the swimmers of the last five laps, in order from lap 6 through lap 10?

# Options:
A) Jacobson, Miller, Kruger, Ortiz, Lu
B) Kruger, Lu, Miller, Ortiz, Jacobson
C) Lu, Kruger, Miller, Ortiz, Jacobson
D) Miller, Kruger, Ortiz, Jacobson, Lu
E) Ortiz, Jacobson, Kruger, Miller, Lu","# Declarations
members = EnumSort([Jacobson, Kruger, Lu, Miller, Ortiz])
laps = EnumSort([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])
swims = Function([members, laps] -> [bool])
# Constraints
ForAll([m:members], Count([l:laps], swims(m, l)) == 2) ::: Each team member swims exactly two of the laps
ForAll([l:laps], Count([m:members], swims(m, l)) == 1) ::: Each lap is swum by exactly one member
swims(Jacobson, 1) == True ::: One swims laps 1 and 6
swims(Jacobson, 6) == True ::: One swims laps 1 and 6
swims(Kruger, 2) == True ::: One swims laps 2 and 7
swims(Kruger, 7) == True ::: One swims laps 2 and 7
swims(Lu, 3) == True ::: One swims laps 3 and 8
swims(Lu, 8) == True ::: One swims laps 3 and 8
swims(Miller, 4) == True ::: One swims laps 4 and 9
swims(Miller, 9) == True ::: One swims laps 4 and 9
swims(Ortiz, 5) == True ::: One swims laps 5 and 10
swims(Ortiz, 10) == True ::: One swims laps 5 and 10
ForAll([l:laps], Implies(And(swims(Kruger, l), l < 9), Not(swims(Lu, l + 1)))) ::: Neither of Kruger's laps is immediately before either of Lu's
Not(swims(Jacobson, 9)) ::: Jacobson does not swim lap 9
Exists([l:laps], And(swims(Miller, l), ForAll([l1:laps], Implies(swims(Ortiz, l1), l < l1)))) ::: Ortiz's first lap is after (but not necessarily immediately after) Miller's
Exists([l:laps], And(swims(Ortiz, l), swims(Jacobson, l + 1))) ::: At least one of Jacobson's laps is immediately after one of Ortiz's laps
# Options
is_accurate_list([swims(Jacobson, 6), swims(Miller, 7), swims(Kruger, 8), swims(Ortiz, 9), swims(Lu, 10)]) ::: (A)
is_accurate_list([swims(Kruger, 6), swims(Lu, 7), swims(Miller, 8), swims(Ortiz, 9), swims(Jacobson, 10)]) ::: (B)
is_accurate_list([swims(Lu, 6), swims(Kruger, 7), swims(Miller, 8), swims(Ortiz, 9), swims(Jacobson, 10)]) ::: (C)
is_accurate_list([swims(Miller, 6), swims(Kruger, 7), swims(Ortiz, 8), swims(Jacobson, 9), swims(Lu, 10)]) ::: (D)
is_accurate_list([swims(Ortiz, 6), swims(Jacobson, 7), swims(Kruger, 8), swims(Miller, 9), swims(Lu, 10)]) ::: (E)"
"# Context:
For a behavioral study, a researcher will select exactly six individual animals from among three monkeys—F, G, and H—three pandas—K, L, and N—and three raccoons—T, V, and Z. The selection of animals for the study must meet the following conditions: F and H are not both selected. N and T are not both selected. If H is selected, K is also selected. If K is selected, N is also selected.

# Question:
If T is selected, which one of the following is a pair of animals that must be among the animals selected?

# Options:
A) F and G
B) G and H
C) K and L
D) K and Z
E) L and N","# Declarations
animals = EnumSort([F, G, H, K, L, N, T, V, Z])
selected = Function([animals] -> [bool])
# Constraints
Count([a:animals], selected(a)) == 6 ::: exactly six individual animals are selected
Not(And(selected(F), selected(H))) ::: F and H are not both selected
Not(And(selected(N), selected(T))) ::: N and T are not both selected
Implies(selected(H), selected(K)) ::: If H is selected, K is also selected
Implies(selected(K), selected(N)) ::: If K is selected, N is also selected
selected(T) ::: T is selected
# Options
is_valid(And(selected(F), selected(G))) ::: (A)
is_valid(And(selected(G), selected(H))) ::: (B)
is_valid(And(selected(K), selected(L))) ::: (C)
is_valid(And(selected(K), selected(Z))) ::: (D)
is_valid(And(selected(L), selected(N))) ::: (E)"
"# Context:
Seven job applicants—Feng, Garcia, Herrera, Ilias, Weiss, Xavier, and Yates—are hired to fill seven new positions at Chroma, Inc. One position is in the management department, three are in the production department, and three are in the sales department. The following conditions must apply: Herrera is hired for a position in the same department as Yates. Feng is hired for a position in a different department from Garcia. If Xavier is hired for a sales position, then Weiss is hired for a production position. Feng is hired for a production position.

# Question:
If Xavier is not hired for one of the production positions, then which one of the following could be true?

# Options:
A) Feng and Herrera are both hired for sales positions.
B) Herrera and Weiss are both hired for sales positions.
C) Feng and Yates are both hired for production positions.
D) Garcia and Weiss are both hired for production positions.
E) Herrera and Weiss are both hired for production positions.","# Declarations
applicants = EnumSort([Feng, Garcia, Herrera, Ilias, Weiss, Xavier, Yates])
departments = EnumSort([Management, Production, Sales])
hired = Function([applicants] -> [departments])
# Constraints
Count([a:applicants], hired(a) == Management) == 1 ::: One position is in the management department
Count([a:applicants], hired(a) == Production) == 3 ::: Three positions are in the production department
Count([a:applicants], hired(a) == Sales) == 3 ::: Three positions are in the sales department
hired(Herrera) == hired(Yates) ::: Herrera is hired for a position in the same department as Yates
hired(Feng) != hired(Garcia) ::: Feng is hired for a position in a different department from Garcia
Implies(hired(Xavier) == Sales, hired(Weiss) == Production) ::: If Xavier is hired for a sales position, then Weiss is hired for a production position
hired(Feng) == Production ::: Feng is hired for a production position
ForAll([a:applicants], Implies(a != Xavier, hired(a) != Production)) ::: If Xavier is not hired for one of the production positions
# Options
is_valid(And(hired(Feng) == Sales, hired(Herrera) == Sales)) ::: (A)
is_valid(And(hired(Herrera) == Sales, hired(Weiss) == Sales)) ::: (B)
is_valid(And(hired(Feng) == Production, hired(Yates) == Production)) ::: (C)
is_valid(And(hired(Garcia) == Production, hired(Weiss) == Production)) ::: (D)
is_valid(And(hired(Herrera) == Production, hired(Weiss) == Production)) ::: (E)"
"# Context:
Of the five Pohl children—Sara, Theo, Uma, Will, and Zoe—three are left-handed and two are right-handed. Each of the five children was born in a different one of seven calendar years, 1990 through 1996. The following conditions apply: No two left-handed children were born in consecutive years. No two right-handed children were born in consecutive years. Sara, who is left-handed, was born before Uma. Zoe was born before both Theo and Will. A left-handed child was born in 1991. Uma, who is right-handed, was born in 1993.

# Question:
Which one of the following could be an accurate matching of each Pohl child with the year in which that child was born?

# Options:
A) Sara: 1990; Zoe: 1992; Uma: 1993; Will: 1994; and Theo: 1995
B) Sara: 1991; Uma: 1993; Theo: 1994; Zoe: 1995; and Will: 1996
C) Zoe: 1990; Sara: 1991; Uma: 1992; Theo: 1994; and Will: 1995
D) Zoe: 1990; Sara: 1991; Uma: 1993; Theo: 1994; and Will: 1995
E) Zoe: 1990; Sara: 1991; Uma: 1993; Theo: 1994; and Will: 1996","# Declarations
children = EnumSort([Sara, Theo, Uma, Will, Zoe])
years = EnumSort([1990, 1991, 1992, 1993, 1994, 1995, 1996])
handedness = EnumSort([left, right])
birth_year = Function([children] -> [years])
hand = Function([children] -> [handedness])
# Constraints
Count([c:children], hand(c) == left) == 3 ::: three are left-handed
Count([c:children], hand(c) == right) == 2 ::: two are right-handed
ForAll([c1:children, c2:children], Implies(And(hand(c1) == left, hand(c2) == left, c1 != c2), Abs(birth_year(c1) - birth_year(c2)) != 1)) ::: No two left-handed children were born in consecutive years
ForAll([c1:children, c2:children], Implies(And(hand(c1) == right, hand(c2) == right, c1 != c2), Abs(birth_year(c1) - birth_year(c2)) != 1)) ::: No two right-handed children were born in consecutive years
hand(Sara) == left ::: Sara is left-handed
birth_year(Sara) < birth_year(Uma) ::: Sara was born before Uma
birth_year(Zoe) < birth_year(Theo) ::: Zoe was born before Theo
birth_year(Zoe) < birth_year(Will) ::: Zoe was born before Will
Exists([c:children], And(hand(c) == left, birth_year(c) == 1991)) ::: A left-handed child was born in 1991
hand(Uma) == right ::: Uma is right-handed
birth_year(Uma) == 1993 ::: Uma was born in 1993
# Options
is_accurate_list([birth_year(Sara) == 1990, birth_year(Zoe) == 1992, birth_year(Uma) == 1993, birth_year(Will) == 1994, birth_year(Theo) == 1995]) ::: (A)
is_accurate_list([birth_year(Sara) == 1991, birth_year(Uma) == 1993, birth_year(Theo) == 1994, birth_year(Zoe) == 1995, birth_year(Will) == 1996]) ::: (B)
is_accurate_list([birth_year(Zoe) == 1990, birth_year(Sara) == 1991, birth_year(Uma) == 1992, birth_year(Theo) == 1994, birth_year(Will) == 1995]) ::: (C)
is_accurate_list([birth_year(Zoe) == 1990, birth_year(Sara) == 1991, birth_year(Uma) == 1993, birth_year(Theo) == 1994, birth_year(Will) == 1995]) ::: (D)
is_accurate_list([birth_year(Zoe) == 1990, birth_year(Sara) == 1991, birth_year(Uma) == 1993, birth_year(Theo) == 1994, birth_year(Will) == 1996]) ::: (E)"
"# Context:
Eight files will be ordered from first to eighth. Each file falls into exactly one of three categories: red files (H, M, O), green files (P, V, X), or yellow files (T, Z). The files must be ordered according to the following conditions: H must be placed into some position before O, but H cannot immediately precede O. X must be placed into some position before V. X and V must be separated by the same number of files as separate H and O. Z must immediately precede M. The first file cannot be a red file.

# Question:
The largest possible number of files that can separate X from V is

# Options:
A) three
B) four
C) five
D) six
E) seven","# Declarations
files = EnumSort([H, M, O, P, V, X, T, Z])
categories = EnumSort([red, green, yellow])
position = Function([files] -> [int])
category = Function([files] -> [categories])
# Constraints
ForAll([f:files], And(position(f) >= 1, position(f) <= 8)) ::: Each file is ordered from first to eighth
ForAll([f:files], Exists([c:categories], category(f) == c)) ::: Each file falls into exactly one category
category(H) == red ::: H is a red file
category(M) == red ::: M is a red file
category(O) == red ::: O is a red file
category(P) == green ::: P is a green file
category(V) == green ::: V is a green file
category(X) == green ::: X is a green file
category(T) == yellow ::: T is a yellow file
category(Z) == yellow ::: Z is a yellow file
position(H) < position(O) ::: H must be placed into some position before O
position(H) != position(O) - 1 ::: H cannot immediately precede O
position(X) < position(V) ::: X must be placed into some position before V
position(V) - position(X) == position(O) - position(H) ::: X and V must be separated by the same number of files as separate H and O
position(Z) == position(M) - 1 ::: Z must immediately precede M
category(files[0]) != red ::: The first file cannot be a red file
# Options
is_valid(position(V) - position(X) == 3) ::: (A)
is_valid(position(V) - position(X) == 4) ::: (B)
is_valid(position(V) - position(X) == 5) ::: (C)
is_valid(position(V) - position(X) == 6) ::: (D)
is_valid(position(V) - position(X) == 7) ::: (E)"
"# Context:
Seven job applicants—Feng, Garcia, Herrera, Ilias, Weiss, Xavier, and Yates—are hired to fill seven new positions at Chroma, Inc. One position is in the management department, three are in the production department, and three are in the sales department. The following conditions must apply: Herrera is hired for a position in the same department as Yates. Feng is hired for a position in a different department from Garcia. If Xavier is hired for a sales position, then Weiss is hired for a production position. Feng is hired for a production position.

# Question:
If Feng is hired for a position in the same department as Xavier, then each of the following could be true EXCEPT:

# Options:
A) Garcia is hired for a sales position.
B) Herrera is hired for a production position.
C) Ilias is hired for a sales position.
D) Weiss is hired for the management position.
E) Weiss is hired for a production position.","# Declarations
applicants = EnumSort([Feng, Garcia, Herrera, Ilias, Weiss, Xavier, Yates])
departments = EnumSort([Management, Production, Sales])
hired = Function([applicants] -> [departments])
# Constraints
hired(Herrera) == hired(Yates) ::: Herrera is hired for a position in the same department as Yates
hired(Feng) != hired(Garcia) ::: Feng is hired for a position in a different department from Garcia
Implies(hired(Xavier) == Sales, hired(Weiss) == Production) ::: If Xavier is hired for a sales position, then Weiss is hired for a production position
hired(Feng) == Production ::: Feng is hired for a production position
hired(Feng) == hired(Xavier) ::: Feng is hired for a position in the same department as Xavier
# Options
is_unsat(hired(Garcia) == Sales) ::: (A)
is_unsat(hired(Herrera) == Production) ::: (B)
is_unsat(hired(Ilias) == Sales) ::: (C)
is_unsat(hired(Weiss) == Management) ::: (D)
is_unsat(hired(Weiss) == Production) ::: (E)"
"# Context:
Exactly seven professors—Madison, Nilsson, Orozco, Paton, Robinson, Sarkis, and Togo—were hired in the years 1989 through 1995. Each professor has one or more specialities, and any two professors hired in the same year or in consecutive years do not have a specialty in common. The professors were hired according to the following conditions: Madison was hired in 1993, Robinson in 1991. There is at least one specialty that Madison, Orozco, and Togo have in common. Nilsson shares a specialty with Robinson. Paton and Sarkis were each hired at least one year before Madison and at least one year after Nilsson. Orozco, who shares a specialty with Sarkis, was hired in 1990.

# Question:
If exactly one professor was hired in 1991, then which one of the following could be true?

# Options:
A) Madison and Paton share a specialty.
B) Robinson and Sarkis share a specialty.
C) Paton was hired exactly one year after Orozco.
D) Exactly one professor was hired in 1994.
E) Exactly two professors were hired in 1993.","# Declarations
professors = EnumSort([Madison, Nilsson, Orozco, Paton, Robinson, Sarkis, Togo])
years = EnumSort([1989, 1990, 1991, 1992, 1993, 1994, 1995])
specialties = EnumSort([specialty1, specialty2, specialty3, specialty4, specialty5, specialty6, specialty7])
hired_in = Function([professors] -> [years])
has_specialty = Function([professors, specialties] -> [bool])
# Constraints
ForAll([p:professors], Exists([y:years], hired_in(p) == y)) ::: Each professor was hired in exactly one year
ForAll([p1:professors, p2:professors], Implies(And(hired_in(p1) == hired_in(p2), p1 != p2), ForAll([s:specialties], Not(And(has_specialty(p1, s), has_specialty(p2, s)))))) ::: Any two professors hired in the same year do not have a specialty in common
ForAll([p1:professors, p2:professors], Implies(And(Abs(hired_in(p1) - hired_in(p2)) == 1, p1 != p2), ForAll([s:specialties], Not(And(has_specialty(p1, s), has_specialty(p2, s)))))) ::: Any two professors hired in consecutive years do not have a specialty in common
hired_in(Madison) == 1993 ::: Madison was hired in 1993
hired_in(Robinson) == 1991 ::: Robinson was hired in 1991
Exists([s:specialties], And(has_specialty(Madison, s), has_specialty(Orozco, s), has_specialty(Togo, s))) ::: There is at least one specialty that Madison, Orozco, and Togo have in common
Exists([s:specialties], And(has_specialty(Nilsson, s), has_specialty(Robinson, s))) ::: Nilsson shares a specialty with Robinson
ForAll([p:professors], Implies(p == Paton, And(hired_in(p) < 1993, hired_in(p) > hired_in(Nilsson)))) ::: Paton was hired at least one year before Madison and at least one year after Nilsson
ForAll([p:professors], Implies(p == Sarkis, And(hired_in(p) < 1993, hired_in(p) > hired_in(Nilsson)))) ::: Sarkis was hired at least one year before Madison and at least one year after Nilsson
hired_in(Orozco) == 1990 ::: Orozco was hired in 1990
Exists([s:specialties], And(has_specialty(Orozco, s), has_specialty(Sarkis, s))) ::: Orozco shares a specialty with Sarkis
Count([p:professors], hired_in(p) == 1991) == 1 ::: Exactly one professor was hired in 1991
# Options
is_valid(Exists([s:specialties], And(has_specialty(Madison, s), has_specialty(Paton, s)))) ::: (A)
is_valid(Exists([s:specialties], And(has_specialty(Robinson, s), has_specialty(Sarkis, s)))) ::: (B)
is_valid(hired_in(Paton) == 1991) ::: (C)
is_valid(Count([p:professors], hired_in(p) == 1994) == 1) ::: (D)
is_valid(Count([p:professors], hired_in(p) == 1993) == 2) ::: (E)"
"# Context:
A fruit stand carries at least one kind of the following kinds of fruit: figs, kiwis, oranges, pears, tangerines, and watermelons. The stand does not carry any other kind of fruit. The selection of fruits the stand carries is consistent with the following conditions: If the stand carries kiwis, then it does not carry pears. If the stand does not carry tangerines, then it carries kiwis. If the stand carries oranges, then it carries both pears and watermelons. If the stand carries watermelons, then it carries figs or tangerines or both.

# Question:
If the condition that if the fruit stand does not carry tangerines then it does carry kiwis is suspended, and all other conditions remain in effect, then which one of the following CANNOT be a complete and accurate list of the kinds of fruit the stand carries?

# Options:
A) pears
B) figs, pears
C) oranges, pears, watermelons
D) figs, pears, watermelons
E) figs, oranges, pears, watermelons","# Declarations
fruits = EnumSort([figs, kiwis, oranges, pears, tangerines, watermelons])
carries = Function([fruits] -> [bool])
# Constraints
Exists([f:fruits], carries(f)) ::: The stand carries at least one kind of fruit
ForAll([f:fruits], Implies(carries(kiwis), Not(carries(pears)))) ::: If the stand carries kiwis, then it does not carry pears
Implies(carries(oranges), And(carries(pears), carries(watermelons))) ::: If the stand carries oranges, then it carries both pears and watermelons
Implies(carries(watermelons), Or(carries(figs), carries(tangerines))) ::: If the stand carries watermelons, then it carries figs or tangerines or both
# Options
is_unsat(And(carries(pears), Not(Exists([f:fruits], And(f != pears, carries(f)))))) ::: (A)
is_unsat(And(carries(figs), carries(pears), Not(Exists([f:fruits], And(f != figs, f != pears, carries(f)))))) ::: (B)
is_unsat(And(carries(oranges), carries(pears), carries(watermelons), Not(Exists([f:fruits], And(f != oranges, f != pears, f != watermelons, carries(f)))))) ::: (C)
is_unsat(And(carries(figs), carries(pears), carries(watermelons), Not(Exists([f:fruits], And(f != figs, f != pears, f != watermelons, carries(f)))))) ::: (D)
is_unsat(And(carries(figs), carries(oranges), carries(pears), carries(watermelons), Not(Exists([f:fruits], And(f != figs, f != oranges, f != pears, f != watermelons, carries(f)))))) ::: (E)"
"# Context:
For a behavioral study, a researcher will select exactly six individual animals from among three monkeys—F, G, and H—three pandas—K, L, and N—and three raccoons—T, V, and Z. The selection of animals for the study must meet the following conditions: F and H are not both selected. N and T are not both selected. If H is selected, K is also selected. If K is selected, N is also selected.

# Question:
If H and L are among the animals selected, which one of the following could be true?

# Options:
A) F is selected.
B) T is selected.
C) Z is selected.
D) Exactly one panda is selected.
E) Exactly two pandas are selected.","# Declarations
animals = EnumSort([F, G, H, K, L, N, T, V, Z])
selected = Function([animals] -> [bool])
# Constraints
Count([a:animals], selected(a)) == 6 ::: exactly six individual animals are selected
Not(And(selected(F), selected(H))) ::: F and H are not both selected
Not(And(selected(N), selected(T))) ::: N and T are not both selected
Implies(selected(H), selected(K)) ::: If H is selected, K is also selected
Implies(selected(K), selected(N)) ::: If K is selected, N is also selected
selected(H) ::: H is among the animals selected
selected(L) ::: L is among the animals selected
# Options
is_valid(selected(F)) ::: (A)
is_valid(selected(T)) ::: (B)
is_valid(selected(Z)) ::: (C)
is_valid(Count([a:animals], And(selected(a), Or(a == K, a == L, a == N))) == 1) ::: (D)
is_valid(Count([a:animals], And(selected(a), Or(a == K, a == L, a == N))) == 2) ::: (E)"
"# Context:
For a behavioral study, a researcher will select exactly six individual animals from among three monkeys—F, G, and H—three pandas—K, L, and N—and three raccoons—T, V, and Z. The selection of animals for the study must meet the following conditions: F and H are not both selected. N and T are not both selected. If H is selected, K is also selected. If K is selected, N is also selected.

# Question:
Each of the following is a pair of animals that could be selected together EXCEPT

# Options:
A) F and G
B) H and K
C) K and T
D) L and N
E) T and V","# Declarations
animals = EnumSort([F, G, H, K, L, N, T, V, Z])
selected = Function([animals] -> [bool])
# Constraints
Count([a:animals], selected(a)) == 6 ::: exactly six individual animals are selected
Not(And(selected(F), selected(H))) ::: F and H are not both selected
Not(And(selected(N), selected(T))) ::: N and T are not both selected
Implies(selected(H), selected(K)) ::: If H is selected, K is also selected
Implies(selected(K), selected(N)) ::: If K is selected, N is also selected
# Options
is_unsat(And(selected(F), selected(G))) ::: (A)
is_unsat(And(selected(H), selected(K))) ::: (B)
is_unsat(And(selected(K), selected(T))) ::: (C)
is_unsat(And(selected(L), selected(N))) ::: (D)
is_unsat(And(selected(T), selected(V))) ::: (E)"
