input,output
"Premises:
1.Rafa Nadal was born in Mallorca.
2.Rafa Nadal is a professional tennis player.
3.Nadal's win ratio is higher than 80%.
4.All players in the Big 3 are professionals who have a high win ratio.

Conclusion:
Nadal is in the Big 3.","We can get these predicates:
BornIn(x,y),ProfessionalTennisPlayer(x),HighWinRatio(x),InBig3(x)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:Rafa Nadal was born in Mallorca.
Predicates:
BornIn(x,y)
Constants:
rafaNadal,mallorca
Fol:BornIn(rafaNadal, mallorca)
2.Text:Rafa Nadal is a professional tennis player.
Predicates:
ProfessionalTennisPlayer(x)
Constants:
rafaNadal
Fol:ProfessionalTennisPlayer(rafaNadal)
3.Text:Nadal's win ratio is higher than 80%.
Predicates:
HighWinRatio(x)
Constants:
rafaNadal
Fol:HighWinRatio(rafaNadal)
4.Text:All players in the Big 3 are professionals who have a high win ratio.
Predicates:
ProfessionalTennisPlayer(x),HighWinRatio(x),InBig3(x)
Fol:∀x (ProfessionalTennisPlayer(x) ∧ HighWinRatio(x) → InBig3(x))
Conclusion:
Text:Nadal is in the Big 3.
Predicates:
InBig3(x)
Constants:
rafaNadal
Fol:InBig3(rafaNadal)"
"Premises:
1.If a soccer player receives two yellow cards in one game, this player will be ejected from the rest of the game.
2.If a soccer player receives one red card in one game, this player will be ejected from the rest of the game.
3.Henry is a soccer player.
4.In one game, Henry first receives one yellow card, then he receives one red card.

Conclusion:
Henry will be ejected from the rest of the game.","We can get these predicates:
SoccerPlayer(x),TwoYellow(x),Eject(x),OneRed(x)
We can get these constants:
henry
Let's translate one by one.
Premises:
1.Text:If a soccer player receives two yellow cards in one game, this player will be ejected from the rest of the game.
Predicates:
TwoYellow(x),Eject(x),SoccerPlayer(x)
Fol:∀x (SoccerPlayer(x) ∧ TwoYellow(x) → Eject(x))
2.Text:If a soccer player receives one red card in one game, this player will be ejected from the rest of the game.
Predicates:
OneRed(x),Eject(x),SoccerPlayer(x)
Fol:∀x (SoccerPlayer(x) ∧ OneRed(x) → Eject(x))
3.Text:Henry is a soccer player.
Predicates:
SoccerPlayer(x)
Constants:
henry
Fol:SoccerPlayer(henry)
4.Text:In one game, Henry first receives one yellow card, then he receives one red card.
Predicates:
TwoYellow(x),OneRed(x)
Constants:
henry
Fol:¬TwoYellow(henry) ∧ OneRed(henry)
Conclusion:
Text:Henry will be ejected from the rest of the game.
Predicates:
Eject(x)
Constants:
henry
Fol:Eject(henry)"
"Premises:
1.There are no mansion houses in an urban area.
2.All skyscrapers reside in urban areas.
3.Every creepy haunted house is in a mansion house.
4.Every terrifying Halloween scare comes from a creepy haunted house.
5.The Scream is a creepy haunted house or a terrifying Halloween scare.

Conclusion:
The Scream is either a skyscraper or a mansion house.","We can get these predicates:
UrbanArea(x),MansionHouse(x),Skyscraper(x),CreepyHauntedHouse(x),TerrifyingHalloweenScare(x)
We can get these constants:
thescream
Let's translate one by one.
Premises:
1.Text:There are no mansion houses in an urban area.
Predicates:
UrbanArea(x),MansionHouse(x)
Fol:∀x (UrbanArea(x) → ¬MansionHouse(x))
2.Text:All skyscrapers reside in urban areas.
Predicates:
Skyscraper(x),UrbanArea(x)
Fol:∀x (Skyscraper(x) → UrbanArea(x))
3.Text:Every creepy haunted house is in a mansion house.
Predicates:
CreepyHauntedHouse(x),MansionHouse(x)
Fol:∀x (CreepyHauntedHouse(x) → MansionHouse(x))
4.Text:Every terrifying Halloween scare comes from a creepy haunted house.
Predicates:
CreepyHauntedHouse(x),TerrifyingHalloweenScare(x)
Fol:∀x (TerrifyingHalloweenScare(x) → CreepyHauntedHouse(x))
5.Text:The Scream is a creepy haunted house or a terrifying Halloween scare.
Predicates:
CreepyHauntedHouse(x),TerrifyingHalloweenScare(x)
Constants:
thescream
Fol:CreepyHauntedHouse(thescream) ∨ TerrifyingHalloweenScare(thescream)
Conclusion:
Text:The Scream is either a skyscraper or a mansion house.
Predicates:
Skyscraper(x),MansionHouse(x)
Constants:
thescream
Fol:Skyscraper(thescream) ∨ MansionHouse(thescream)"
"Premises:
1.Some students who major in computer science get up early.
2.If a student gets up early, then he/she will study in the morning.
3.All students studying in the morning are good at time management.
4.All students good at time management are popular among students.
5.James is not popular among students.

Conclusion:
James majors in computer science and gets up early.","We can get these predicates:
ComputerScience(x),GetUpEarly(x),StudyMorning(x),GoodAtTimeManagement(x),Popular(x)
We can get these constants:
james
Let's translate one by one.
Premises:
1.Text:Some students who major in computer science get up early.
Predicates:
ComputerScience(x),GetUpEarly(x)
Fol:∃x (ComputerScience(x) ∧ GetUpEarly(x))
2.Text:If a student gets up early, then he/she will study in the morning.
Predicates:
GetUpEarly(x),StudyMorning(x)
Fol:∀x (GetUpEarly(x) → StudyMorning(x))
3.Text:All students studying in the morning are good at time management.
Predicates:
GoodAtTimeManagement(x),StudyMorning(x)
Fol:∀x (StudyMorning(x) → GoodAtTimeManagement(x))
4.Text:All students good at time management are popular among students.
Predicates:
Popular(x),GoodAtTimeManagement(x)
Fol:∀x (GoodAtTimeManagement(x) → Popular(x))
5.Text:James is not popular among students.
Predicates:
Popular(x)
Constants:
james
Fol:¬Popular(james)
Conclusion:
Text:James majors in computer science and gets up early.
Predicates:
ComputerScience(x),GetUpEarly(x)
Constants:
james
Fol:ComputerScience(james) ∧ GetUpEarly(james)"
"Premises:
1.There is no dog on the roof.
2.If there is a dog on the roof something went wrong.

Conclusion:
Something went wrong.","We can get these predicates:
Dog(x),OnRoof(x),WentWrong(x)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:There is no dog on the roof.
Predicates:
Dog(x),OnRoof(x)
Fol:¬(∃x (Dog(x) ∧ OnRoof(x)))
2.Text:If there is a dog on the roof something went wrong.
Predicates:
WentWrong(x),Dog(x),OnRoof(x)
Fol:∀x ∃y ((Dog(x) ∧ OnRoof(x)) → WentWrong(y))
Conclusion:
Text:Something went wrong.
Predicates:
WentWrong(x)
Fol:∃y WentWrong(y)"
"Premises:
1.Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.
2.Many apartment rents cover the cost of water and electricity.
3.Susan lives in an apartment where the rent covers all utilities.
4.The rent of the apartment where Ava lives does not cover any utility expenses.
5.Noah lives in an apartment where the rent does not cover heating.

Conclusion:
Noah and Ava both need to pay the heating bill.","We can get these predicates:
CommonUtilities(x),Cover(x,y)
We can get these constants:
noah,heating
Let's translate one by one.
Premises:
1.Text:Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.
Predicates:
CommonUtilities(x)
Constants:
electricity,heating,gas,water
Fol:CommonUtilities(water) ∧ CommonUtilities(electricity) ∧ CommonUtilities(gas) ∧ CommonUtilities(heating)
2.Text:Many apartment rents cover the cost of water and electricity.
Predicates:
Cover(x,y)
Constants:
electricity,water
Fol:∃x (Cover(x, water) ∧ Cover(x, electricity))
3.Text:Susan lives in an apartment where the rent covers all utilities.
Predicates:
Cover(x,y)
Constants:
susan
Fol:∀x (Cover(susan, x))
4.Text:The rent of the apartment where Ava lives does not cover any utility expenses.
Predicates:
Cover(x,y)
Constants:
ava
Fol:∀x (¬Cover(ava, x))
5.Text:Noah lives in an apartment where the rent does not cover heating.
Predicates:
Cover(x,y)
Constants:
heating,noah
Fol:¬Cover(noah, heating)
Conclusion:
Text:Noah and Ava both need to pay the heating bill.
Predicates:
Cover(x,y)
Constants:
ava,heating,noah
Fol:¬Cover(noah, heating) ∧ ¬Cover(ava, heating)"
"Premises:
1.All pets are animals.
2.Pets can be either a dog or a cat.
3.If a person has a pet, they care for that pet.
4.Dogs and Cats can be naughty.
5.Pets who are naughty are not liked as much.
6.Charlie has a naughty pet dog named Leo.

Conclusion:
Leo is an animal.","We can get these predicates:
Pet(x),Animal(x),Dog(x),Cat(x),HasPet(x),Cares(x,y),Naughty(x),Liked(x,y)
We can get these constants:
charlie,leo
Let's translate one by one.
Premises:
1.Text:All pets are animals.
Predicates:
Animal(x),Pet(x)
Fol:∀x (Pet(x) → Animal(x))
2.Text:Pets can be either a dog or a cat.
Predicates:
Cat(x),Pet(x),Dog(x)
Fol:∀x (Pet(x) → Dog(x) ⊕ Cat(x))
3.Text:If a person has a pet, they care for that pet.
Predicates:
Cares(x,y),HasPet(x)
Fol:∀x ∀y (HasPet(x) → Cares(x, y))
4.Text:Dogs and Cats can be naughty.
Predicates:
Cat(x),Naughty(x),Dog(x)
Fol:∃x ((Cat(x) ∧ Naughty(x)) ∨ (Dog(x) ∧ Naughty(x)))
5.Text:Pets who are naughty are not liked as much.
Predicates:
Naughty(x),Pet(x),Liked(x,y)
Fol:∀x ∀y (Pet(x) ∧ Naughty(x) → ¬Liked(x, y))
6.Text:Charlie has a naughty pet dog named Leo.
Predicates:
Pet(x),Naughty(x),HasPet(x),Dog(x)
Constants:
charlie,leo
Fol:HasPet(charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)
Conclusion:
Text:Leo is an animal.
Predicates:
Animal(x)
Constants:
leo
Fol:Animal(leo)"
"Premises:
1.Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
2.The lead single of the extended play Inside is Show Your Love.
3.Show Your Love contains a hopeful message.
4.BtoB 4u member Hyunsik wrote Show Your Love.
5.There is a music video for Show Your Love.

Conclusion:
Show your love wasn't written by a member of a boy band.","We can get these predicates:
Song(x),RecordedBy(x,y),SouthKorean(x),BoyBand(x),ExtendedPlay(x),LeadSingle(x),LeadSingleOf(x,y),Contains(x,y),Member(x,y),Wrote(x,y),HasMusicVideo(x)
We can get these constants:
showyourlove
Let's translate one by one.
Premises:
1.Text:Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
Predicates:
SouthKorean(x),BoyBand(x),RecordedBy(x,y),Song(x)
Constants:
btob4u,showyourlove
Fol:Song(showyourlove) ∧ RecordedBy(showyourlove, btob4u) ∧ SouthKorean(btob4u) ∧ BoyBand(btob4u)
2.Text:The lead single of the extended play Inside is Show Your Love.
Predicates:
ExtendedPlay(x),LeadSingleOf(x,y),LeadSingle(x)
Constants:
showyourlove,inside
Fol:ExtendedPlay(inside) ∧ LeadSingle(showyourlove) ∧ LeadSingleOf(showyourlove, inside)
3.Text:Show Your Love contains a hopeful message.
Predicates:
Contains(x,y)
Constants:
hopefulmessage,showyourlove
Fol:Contains(showyourlove, hopefulmessage)
4.Text:BtoB 4u member Hyunsik wrote Show Your Love.
Predicates:
Member(x,y),Wrote(x,y)
Constants:
hyunsik,btob4u,showyourlove
Fol:Member(hyunsik, btob4u) ∧ Wrote(hyunsik, showyourlove)
5.Text:There is a music video for Show Your Love.
Predicates:
HasMusicVideo(x)
Constants:
showyourlove
Fol:HasMusicVideo(showyourlove)
Conclusion:
Text:Show your love wasn't written by a member of a boy band.
Predicates:
Member(x,y),Wrote(x,y)
Constants:
btob4u,showyourlove
Fol:¬∃x (Member(x, btob4u) ∧ Wrote(x, showyourlove))"
"Premises:
1.Either brain reading or brain decoding.
2.All brain decoding is extracting information from BOLD signals.
3.No extracting information from BOLD signals is without statistical pattern analysis.
4.Writing a novel is without statistical pattern analysis.
5.If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.

Conclusion:
Multivoxel (pattern) analysis is the writing of a novel.","We can get these predicates:
BrainReading(x),BrainDecoding(x),ExtractingInformationFromBOLDSignals(x),WithoutStatisticalPatternAnalysis(x),WritingANovel(x)
We can get these constants:
multivoxelPatternAnalysis
Let's translate one by one.
Premises:
1.Text:Either brain reading or brain decoding.
Predicates:
BrainReading(x),BrainDecoding(x)
Fol:∀x (BrainReading(x) ∨ BrainDecoding(x))
2.Text:All brain decoding is extracting information from BOLD signals.
Predicates:
ExtractingInformationFromBOLDSignals(x),BrainDecoding(x)
Fol:∀x (BrainDecoding(x) → ExtractingInformationFromBOLDSignals(x))
3.Text:No extracting information from BOLD signals is without statistical pattern analysis.
Predicates:
WithoutStatisticalPatternAnalysis(x),ExtractingInformationFromBOLDSignals(x)
Fol:∀x (ExtractingInformationFromBOLDSignals(x) → ¬WithoutStatisticalPatternAnalysis(x))
4.Text:Writing a novel is without statistical pattern analysis.
Predicates:
WithoutStatisticalPatternAnalysis(x),WritingANovel(x)
Fol:∀x (WritingANovel(x) → WithoutStatisticalPatternAnalysis(x))
5.Text:If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.
Predicates:
WithoutStatisticalPatternAnalysis(x),BrainReading(x),BrainDecoding(x)
Constants:
multivoxelPatternAnalysis
Fol:WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis) → WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainDecoding(multivoxelPatternAnalysis)
Conclusion:
Text:Multivoxel (pattern) analysis is the writing of a novel.
Predicates:
WritingANovel(x)
Constants:
multivoxelPatternAnalysis
Fol:WritingANovel(multivoxelPatternAnalysis)"
"Premises:
1.All defenders are soccer players.
2.No soccer players are professional basketball players.
3.All centerbacks are defenders.
4.All NBA players are professional basketball players.
5.If Stephen Curry is not an NBA player, then Stephen Curry is not an NBA player or a soccer player.

Conclusion:
Stephen Curry is not a centerback.","We can get these predicates:
Defender(x),SoccerPlayer(x),ProfessionalBasketballPlayer(x),CenterBack(x),NBAPlayer(x)
We can get these constants:
stephencurry
Let's translate one by one.
Premises:
1.Text:All defenders are soccer players.
Predicates:
SoccerPlayer(x),Defender(x)
Fol:∀x (Defender(x) → SoccerPlayer(x))
2.Text:No soccer players are professional basketball players.
Predicates:
ProfessionalBasketballPlayer(x),SoccerPlayer(x)
Fol:∀x (SoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))
3.Text:All centerbacks are defenders.
Predicates:
CenterBack(x),Defender(x)
Fol:∀x (CenterBack(x) → Defender(x))
4.Text:All NBA players are professional basketball players.
Predicates:
NBAPlayer(x),ProfessionalBasketballPlayer(x)
Fol:∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
5.Text:If Stephen Curry is not an NBA player, then Stephen Curry is not an NBA player or a soccer player.
Predicates:
NBAPlayer(x),SoccerPlayer(x)
Constants:
stephencurry
Fol:¬NBAPlayer(stephencurry) → ¬(NBAPlayer(stephencurry) ⊕ SoccerPlayer(stephencurry))
Conclusion:
Text:Stephen Curry is not a centerback.
Predicates:
CenterBack(x)
Constants:
stephencurry
Fol:¬CenterBack(stephencurry)"
"Premises:
1.If you go somewhere by train, you will not lose time.
2.If you go somewhere by car and meet traffic jam, you will lose time.
3.If you lose time, you will be late for work.
4.Mary can get from New Haven to New York City either by train or car.
5.Mary is late for work.

Conclusion:
Mary gets from New Haven to New York City by car.","We can get these predicates:
Train(x),LoseTime(x),Car(x),MeetJam(x),LateForWork(x)
We can get these constants:
mary
Let's translate one by one.
Premises:
1.Text:If you go somewhere by train, you will not lose time.
Predicates:
Train(x),LoseTime(x)
Fol:∀x (Train(x) → ¬LoseTime(x))
2.Text:If you go somewhere by car and meet traffic jam, you will lose time.
Predicates:
MeetJam(x),Car(x),LoseTime(x)
Fol:∀x ((Car(x) ∧ MeetJam(x)) → LoseTime(x))
3.Text:If you lose time, you will be late for work.
Predicates:
LateForWork(x),LoseTime(x)
Fol:∀x (LoseTime(x) ↔ LateForWork(x))
4.Text:Mary can get from New Haven to New York City either by train or car.
Predicates:
Train(x),Car(x)
Constants:
mary
Fol:Train(mary) ⊕ Car(mary)
5.Text:Mary is late for work.
Predicates:
LateForWork(x)
Constants:
mary
Fol:LateForWork(mary)
Conclusion:
Text:Mary gets from New Haven to New York City by car.
Predicates:
Car(x)
Constants:
mary
Fol:Car(mary)"
"Premises:
1.The party provides five kinds of fruits: strawberry, orange, blueberry, grape, and cherry.
2.All fruits are provided in the same weight at the beginning of the party.
3.If the fruit had the lowest remaining weight at the end of the party, then it means it was the most popular fruit.
4.At the end of the party, strawberries had the lowest remaining weight.
5.At the end of the party, the amount of leftover blueberries was lower than that of cherries.
6.Benjamin only ate oranges and grapes at the party.

Conclusion:
Benjamin ate blueberries at the party.","We can get these predicates:
Party(x),SameWeight(x),LowestAmount(x),MostPopular(x),Lower(x,y),Eat(x,y)
We can get these constants:
benjamin,blueberry,grape,cherry,orange,strawberry
Let's translate one by one.
Premises:
1.Text:The party provides five kinds of fruits: strawberry, orange, blueberry, grape, and cherry.
Predicates:
Party(x)
Constants:
strawberry,blueberry,grape,orange,cherry
Fol:Party(strawberry) ∨ Party(orange) ∨ Party(blueberry) ∨ Party(grape) ∨ Party(cherry)
2.Text:All fruits are provided in the same weight at the beginning of the party.
Predicates:
Party(x),SameWeight(x)
Fol:∀x (Party(x) → SameWeight(x))
3.Text:If the fruit had the lowest remaining weight at the end of the party, then it means it was the most popular fruit.
Predicates:
LowestAmount(x),MostPopular(x)
Fol:∀x (LowestAmount(x) → MostPopular(x))
4.Text:At the end of the party, strawberries had the lowest remaining weight.
Predicates:
LowestAmount(x)
Constants:
strawberries
Fol:LowestAmount(strawberries)
5.Text:At the end of the party, the amount of leftover blueberries was lower than that of cherries.
Predicates:
Lower(x,y)
Constants:
cherry,blueberry
Fol:Lower(blueberry, cherry)
6.Text:Benjamin only ate oranges and grapes at the party.
Predicates:
Eat(x,y)
Constants:
strawberry,blueberry,benjamin,grape,orange,cherry
Fol:Eat(orange, benjamin) ∧ Eat(grape, benjamin) ∧ ¬Eat(blueberry, benjamin) ∧ ¬Eat(cherry, benjamin) ∧ ¬Eat(strawberry, benjamin)
Conclusion:
Text:Benjamin ate blueberries at the party.
Predicates:
Eat(x,y)
Constants:
blueberry,benjamin
Fol:Eat(blueberry, benjamin)"
"Premises:
1.Beasts of Prey is either a fantasy novel or a science fiction novel.
2.Science fiction novels are not about mythological creatures
3.Beasts of Prey Is about a creature known as the Shetani.
4.Shetanis are mythological.

Conclusion:
Beasts of prey is a fantasy novel.","We can get these predicates:
Novel(x),Fantasy(x),ScienceFiction(x),Mythological(x),Creature(x),About(x,y)
We can get these constants:
shetani
Let's translate one by one.
Premises:
1.Text:Beasts of Prey is either a fantasy novel or a science fiction novel.
Predicates:
Fantasy(x),Novel(x),ScienceFiction(x)
Constants:
beastsofprey
Fol:Novel(beastsofprey) ∧ Fantasy(beastsofprey) ∨ ScienceFiction(beastsofprey)
2.Text:Science fiction novels are not about mythological creatures
Predicates:
About(x,y),Mythological(x),Creature(x),ScienceFiction(x)
Fol:∀x ∀y (ScienceFiction(x) ∧ Mythological(y) ∧ Creature(y) → ¬About(x, y))
3.Text:Beasts of Prey Is about a creature known as the Shetani.
Predicates:
About(x,y),Creature(x)
Constants:
shetani,beastsofprey
Fol:About(beastsofprey, shetani) ∧ Creature(shetani)
4.Text:Shetanis are mythological.
Predicates:
Mythological(x)
Constants:
shetani
Fol:Mythological(shetani)
Conclusion:
Text:Beasts of prey is a fantasy novel.
Predicates:
Fantasy(x)
Constants:
beastsofprey
Fol:Fantasy(beastsofprey)"
"Premises:
1.Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
2.Baku is northwest of Shafaq-Asiman.
3.If place A is northwest of place B, then place B is southeast of place A.

Conclusion:
A large complex is southeast of Baku.","We can get these predicates:
LargeComplex(x),Offshore(x),GeologicalStructures(x),In(x,y),NorthwestOf(x,y),SoutheastOf(x,y)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
Predicates:
Offshore(x),In(x,y),GeologicalStructures(x),LargeComplex(x)
Constants:
shafaq-asiman,caspiansea
Fol:LargeComplex(shafaq-asiman) ∧ LargeComplex(shafaq-asiman) ∧ Offshore(shafaq-asiman) ∧ GeologicalStructures(shafaq-asiman) ∧ In(shafaq-asiman, caspiansea)
2.Text:Baku is northwest of Shafaq-Asiman.
Predicates:
NorthwestOf(x,y)
Constants:
shafaq-asiman,baku
Fol:NorthwestOf(baku, shafaq-asiman)
3.Text:If place A is northwest of place B, then place B is southeast of place A.
Predicates:
SoutheastOf(x,y),NorthwestOf(x,y)
Fol:∀x ∀y (NorthwestOf(x, y) → SoutheastOf(y, x))
Conclusion:
Text:A large complex is southeast of Baku.
Predicates:
SoutheastOf(x,y),LargeComplex(x)
Constants:
baku
Fol:∃x (LargeComplex(x) ∧ SoutheastOf(x, baku))"
"Premises:
1.Camp Davern is a traditional summer camp for boys and girls.
2.Camp Davern was established in the year 1946.
3.Camp Davern was operated by the YMCA until the year 2015.
4.Camp Davern is one of Ontario's oldest summer camps.

Conclusion:
One of Ontario's oldest summer camps is a traditional summer camp for boys and girls.","We can get these predicates:
TraditionalSummerCamp(x),ForBoysAndGirls(x),EstablishedIn(x,y),OperatedByYMCAUntil(x,y),OneOf(x,y)
We can get these constants:
campdavern,ontariosoldestsummercamps
Let's translate one by one.
Premises:
1.Text:Camp Davern is a traditional summer camp for boys and girls.
Predicates:
TraditionalSummerCamp(x),ForBoysAndGirls(x)
Constants:
campdavern
Fol:TraditionalSummerCamp(campdavern) ∧ ForBoysAndGirls(campdavern)
2.Text:Camp Davern was established in the year 1946.
Predicates:
EstablishedIn(x,y)
Constants:
campdavern
Fol:EstablishedIn(campdavern, year1946)
3.Text:Camp Davern was operated by the YMCA until the year 2015.
Predicates:
OperatedByYMCAUntil(x,y)
Constants:
campdavern
Fol:OperatedByYMCAUntil(campdavern, year2015)
4.Text:Camp Davern is one of Ontario's oldest summer camps.
Predicates:
OneOf(x,y)
Constants:
campdavern,ontariosoldestsummercamps
Fol:OneOf(campdavern, ontariosoldestsummercamps)
Conclusion:
Text:One of Ontario's oldest summer camps is a traditional summer camp for boys and girls.
Predicates:
OneOf(x,y),TraditionalSummerCamp(x),ForBoysAndGirls(x)
Constants:
ontariosoldestsummercamps
Fol:∃x (OneOf(x, ontariosoldestsummercamps) ∧ TraditionalSummerCamp(x) ∧ ForBoysAndGirls(x))"
"Premises:
1.The National Lobster Hatchery is a hatchery located in Padstow England.
2.The National Lobster Hatchery is open to visitors.
3.A hatchery is either for profit, or for conservation.
4.If a hatchery is for conservation, it might release animals into the wild.
5.The National Lobster Hatchery is not for profit.

Conclusion:
The National Lobster Hatchery releases animals into the wild.","We can get these predicates:
Hatchery(x),LocatedIn(x,y),OpenToVisitors(x),ForConservation(x),ForProfit(x),ReleasesAnimalsToWild(x)
We can get these constants:
nationallobsterhatchery
Let's translate one by one.
Premises:
1.Text:The National Lobster Hatchery is a hatchery located in Padstow England.
Predicates:
Hatchery(x),LocatedIn(x,y)
Constants:
nationallobsterhatchery,padstowengland
Fol:Hatchery(nationallobsterhatchery) ∧ LocatedIn(nationallobsterhatchery, padstowengland)
2.Text:The National Lobster Hatchery is open to visitors.
Predicates:
OpenToVisitors(x)
Constants:
nationallobsterhatchery
Fol:OpenToVisitors(nationallobsterhatchery)
3.Text:A hatchery is either for profit, or for conservation.
Predicates:
Hatchery(x),ForConservation(x),ForProfit(x)
Fol:∀x (Hatchery(x) → ForConservation(x) ∨ ForProfit(x))
4.Text:If a hatchery is for conservation, it might release animals into the wild.
Predicates:
Hatchery(x),ForConservation(x),ReleasesAnimalsToWild(x)
Fol:∃x (Hatchery(x) ∧ ForConservation(x) ∧ ReleasesAnimalsToWild(x))
5.Text:The National Lobster Hatchery is not for profit.
Predicates:
ForProfit(x)
Constants:
nationallobsterhatchery
Fol:¬ForProfit(nationallobsterhatchery)
Conclusion:
Text:The National Lobster Hatchery releases animals into the wild.
Predicates:
ReleasesAnimalsToWild(x)
Constants:
nationallobsterhatchery
Fol:ReleasesAnimalsToWild(nationallobsterhatchery)"
"Premises:
1.Brian Winter is a Scottish football referee.
2.After being injured, Brian Winter retired in 2012.
3.Brian Winter was appointed as a referee observer after his retirement.
4.Some football referees become referee observers.
5.The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.

Conclusion:
There is a son of a referee observer that plays football.","We can get these predicates:
Scottish(x),FootballReferee(x),Injured(x),Retired(x),RefereeObserver(x),Son(x,y),FootballPlayer(x),PlaysFor(x,y)
We can get these constants:
hamiltonacademical,brianwinter,andywinter
Let's translate one by one.
Premises:
1.Text:Brian Winter is a Scottish football referee.
Predicates:
FootballReferee(x),Scottish(x)
Constants:
brianwinter
Fol:Scottish(brianwinter) ∧ FootballReferee(brianwinter)
2.Text:After being injured, Brian Winter retired in 2012.
Predicates:
Injured(x),Retired(x)
Constants:
brianwinter
Fol:Injured(brianwinter) ∧ Retired(brianwinter)
3.Text:Brian Winter was appointed as a referee observer after his retirement.
Predicates:
RefereeObserver(x)
Constants:
brianwinter
Fol:RefereeObserver(brianwinter)
4.Text:Some football referees become referee observers.
Predicates:
FootballReferee(x),RefereeObserver(x)
Fol:∃x (FootballReferee(x) ∧ RefereeObserver(x))
5.Text:The son of Brian Winter, Andy Winter, is a football player who plays for Hamilton Academical.
Predicates:
FootballPlayer(x),PlaysFor(x,y),Son(x,y)
Constants:
brianwinter,hamiltonacademical,andywinter
Fol:Son(andywinter, brianwinter) ∧ FootballPlayer(andywinter) ∧ PlaysFor(andywinter, hamiltonacademical)
Conclusion:
Text:There is a son of a referee observer that plays football.
Predicates:
RefereeObserver(x),FootballPlayer(x),Son(x,y)
Fol:∃x (∃y (Son(x, y) ∧ RefereeObserver(y)) ∧ FootballPlayer(x))"
"Premises:
1.All disposable chopsticks are made from trees.
2.Some chopsticks are eco-friendly.
3.Either disposable chopsticks or reusable chopsticks.
4.If chopsticks are made from metals, then they are not made from plastics.
5.All reusable chopsticks are made from metal.
6.Chopsticks at restaurants are either made from metals and made from plastics, or neither made from metals nor made from plastics.

Conclusion:
If Chopsticks at restaurants are made from plastics or made from trees, then Chopsticks at restaurants are made from plastics and are eco-friendly.","We can get these predicates:
DisposableChopsticks(x),MadeFromTrees(x),EcoFriendly(x),Reusable(x),MadeFromMetals(x),MadeFromPlastics(x)
We can get these constants:
chopsticksAtRestaurants
Let's translate one by one.
Premises:
1.Text:All disposable chopsticks are made from trees.
Predicates:
DisposableChopsticks(x),MadeFromTrees(x)
Fol:∀x (DisposableChopsticks(x) → MadeFromTrees(x))
2.Text:Some chopsticks are eco-friendly.
Predicates:
EcoFriendly(x)
Fol:∃x (EcoFriendly(x))
3.Text:Either disposable chopsticks or reusable chopsticks.
Predicates:
DisposableChopsticks(x),Reusable(x)
Fol:∀x (DisposableChopsticks(x) ⊕ Reusable(x))
4.Text:If chopsticks are made from metals, then they are not made from plastics.
Predicates:
MadeFromPlastics(x),MadeFromMetals(x)
Fol:∀x (MadeFromMetals(x) → ¬MadeFromPlastics(x))
5.Text:All reusable chopsticks are made from metal.
Predicates:
Reusable(x),MadeFromMetals(x)
Fol:∀x (Reusable(x) → MadeFromMetals(x))
6.Text:Chopsticks at restaurants are either made from metals and made from plastics, or neither made from metals nor made from plastics.
Predicates:
MadeFromPlastics(x),MadeFromMetals(x)
Constants:
chopsticksAtRestaurants
Fol:¬(MadeFromMetals(chopsticksAtRestaurants) ⊕ MadeFromPlastics(chopsticksAtRestaurants))
Conclusion:
Text:If Chopsticks at restaurants are made from plastics or made from trees, then Chopsticks at restaurants are made from plastics and are eco-friendly.
Predicates:
EcoFriendly(x),MadeFromPlastics(x),MadeFromTrees(x)
Constants:
chopsticksAtRestaurants
Fol:(MadeFromPlastics(chopsticksAtRestaurants) ∨ MadeFromTrees(chopsticksAtRestaurants)) → (MadeFromPlastics(chopsticksAtRestaurants) ∧ EcoFriendly(chopsticksAtRestaurants))"
